Loss	Mean IoU	
0.264086	0.981377	
0.210693	0.981222	
0.183728	0.982372	
0.170942	0.983060	
0.170306	0.982604	
0.154063	0.983950	
0.145563	0.984936	
0.142739	0.985182	
0.133747	0.986021	
0.133302	0.986027	
0.128740	0.986600	
0.123749	0.986989	
0.121974	0.987113	
0.117621	0.987405	
0.116131	0.987688	
