Loss	Mean IoU	
0.183390	0.983931	
0.160640	0.983424	
0.153307	0.983655	
0.149975	0.983864	
0.143419	0.984541	
0.139292	0.984867	
0.135064	0.985362	
0.135070	0.985128	
0.133044	0.985277	
0.134711	0.984939	
0.138388	0.984859	
0.136619	0.985175	
0.130805	0.985355	
0.125900	0.985686	
0.130167	0.985449	
